time,power
0,6.1771703
1,6.1771703
2,6.1771703
3,6.1771703
4,6.1771703
5,6.1771703
6,6.1771703
7,6.1771703
8,6.1771703
9,6.2021885
10,6.9942107
11,7.7865896
12,7.840867
13,9.092586
14,102.76027
15,162.94914
16,134.04659
17,72.3201
18,31.7664
19,13.318176
20,9.070222
21,5.755032
22,6.1771703
23,6.1771703
24,6.1771703
25,6.1771703
26,6.1771703
27,6.1771703
28,6.1771703
29,6.1771703
30,6.1771703
31,6.1771703
32,6.1771703
33,6.1771703
34,6.1771703
35,6.1771703
36,6.1771703
37,6.1771703
38,6.1771703
39,6.1771703
40,6.1771703
41,6.1771703
42,6.1771703
43,6.1771703
44,6.1771703
45,6.1771703
46,6.1771703
47,6.0345354
48,6.7760534
49,7.672085
50,7.7644186
51,8.776307
52,100.584694
53,163.1891
54,136.64505
55,74.67153
56,31.657063
57,13.318176
58,9.070222
59,5.755032
60,6.1771703
61,6.1771703
62,6.1771703
63,6.1771703
64,6.1771703
65,6.1771703
66,6.1771703
67,6.1771703
68,6.1771703
69,6.1771703
70,6.1771703
71,6.1771703
72,6.1771703
73,6.1771703
74,6.1771703
75,6.1771703
76,6.1771703
77,6.1771703
78,6.1771703
79,6.1771703
80,6.1771703
81,6.1771703
82,6.1771703
83,6.1771703
84,6.1771703
85,6.1771703
86,6.1771703
87,6.1771703
88,6.1771703
89,5.9633346
90,6.7159486
91,7.5100455
92,7.543525
93,47.415424
94,149.57516
95,150.11551
96,96.6894
97,30.227367
98,13.154805
99,8.992919
100,5.7439566
101,6.1771703
102,6.1771703
103,6.1771703
104,6.1771703
105,6.1771703
106,6.1771703
107,6.1771703
108,6.1771703
109,6.1771703
110,6.1771703
111,6.1771703
112,6.1771703
113,6.1771703
114,6.1771703
115,6.1771703
116,6.1771703
117,6.1771703
118,6.1771703
119,6.1771703
120,6.1771703
121,6.1771703
122,6.1771703
123,6.1771703
124,6.1771703
125,6.1771703
126,6.17716
127,6.17716
128,6.1771703
129,6.1901574
130,6.9658976
131,7.818096
132,7.881537
133,65.4352
134,161.2122
135,157.67432
136,99.91057
137,31.318155
138,13.302851
139,9.038013
140,5.755032
141,6.1771703
142,6.1771703
143,6.1771703
144,6.1771703
145,6.1771703
146,6.1771703
147,6.1771703
148,6.1771703
149,6.1771703
150,6.1771703
151,6.1771703
152,6.1771703
153,6.1771703
154,6.1771703
155,6.1771703
156,6.1771703
157,6.1771703
158,6.1771703
159,6.1771703
160,6.1771703
161,6.1771703
162,6.1771703
163,6.1771703
