Epoch,MSE (Training Loss),MSE (Validation Loss)
0,0.06238261237740517,0.015027916990220547
1,0.04241448640823364,0.013253388926386833
2,0.041828300803899765,0.009526265785098076
3,0.03777356818318367,0.0075909048318862915
4,0.03798608109354973,0.008748560212552547
5,0.037955138832330704,0.008406825363636017
6,0.03560187667608261,0.008841834031045437
