Epoch,MSE (Training Loss),MSE (Validation Loss)
0,0.034854285418987274,0.05998796597123146
1,0.024343056604266167,0.039223916828632355
2,0.023791387677192688,0.03742437809705734
3,0.019214071333408356,0.022909194231033325
4,0.018065128475427628,0.017954202368855476
5,0.015133904293179512,0.021450253203511238
6,0.01602301187813282,0.01838134601712227
7,0.014491347596049309,0.030784236267209053
