Epoch,MSE (Training Loss),MSE (Validation Loss)
0,0.12572166323661804,0.17940856516361237
1,0.08053304255008698,0.18086346983909607
2,0.07061364501714706,0.2344750165939331
3,0.0632932037115097,0.20093971490859985
