Epoch,MSE (Training Loss),MSE (Validation Loss)
0,0.05377066880464554,0.061925094574689865
1,0.015755705535411835,0.054461512714624405
2,0.012366178445518017,0.06481520086526871
3,0.014262985438108444,0.05466632917523384
4,0.012215781956911087,0.05426528677344322
5,0.016530022025108337,0.051067203283309937
6,0.01412890013307333,0.057205647230148315
7,0.013457803055644035,0.05713009834289551
8,0.01609431393444538,0.057207364588975906
